"Media","Strain","OD600","Rep","Day"
"75SAP","XF3348",0.028,1,"Data/RawData/Day3"
"75SAP","ALS6",0.041,1,"Data/RawData/Day3"
"75SAP","ALS17T10",0.046,1,"Data/RawData/Day3"
"75SAP","ALS10T14",0.039,1,"Data/RawData/Day3"
"75SAP","Dixon",0.037,1,"Data/RawData/Day3"
"75SAP","M12",0.035,1,"Data/RawData/Day3"
"75SAP","M23",0.024,1,"Data/RawData/Day3"
"75SAP","B3SN17-2",0.029,2,"Data/RawData/Day3"
"75SAP","IVIA53.87",0.025,2,"Data/RawData/Day3"
"75SAP","IVIA5901",0.02,2,"Data/RawData/Day3"
"75SAP","ESVL",0.03,2,"Data/RawData/Day3"
"75SAP","XF3348",0.026,2,"Data/RawData/Day3"
"75SAP","ALS6",0.043,2,"Data/RawData/Day3"
"75SAP","ALS17T10",0.031,2,"Data/RawData/Day3"
"75SAP","ALS10T14",0.052,2,"Data/RawData/Day3"
"75SAP","Dixon",0.035,2,"Data/RawData/Day3"
"75SAP","M12",0.025,2,"Data/RawData/Day3"
"75SAP","M23",0.022,2,"Data/RawData/Day3"
"75SAP","B3SN17-2",0.026,2,"Data/RawData/Day3"
"75SAP","IVIA53.87",0.026,2,"Data/RawData/Day3"
"75SAP","IVIA5901",0.022,2,"Data/RawData/Day3"
"75SAP","ESVL",0.033,2,"Data/RawData/Day3"
"75SAP","XF3348",0.023,2,"Data/RawData/Day3"
"75SAP","ALS6",0.043,2,"Data/RawData/Day3"
"75SAP","ALS17T10",0.033,2,"Data/RawData/Day3"
"75SAP","ALS10T14",0.052,2,"Data/RawData/Day3"
"75SAP","Dixon",0.049,2,"Data/RawData/Day3"
"75SAP","M12",0.026,2,"Data/RawData/Day3"
"75SAP","M23",0.021,2,"Data/RawData/Day3"
"75SAP","B3SN17-2",0.027,2,"Data/RawData/Day3"
"75SAP","IVIA53.87",0.022,2,"Data/RawData/Day3"
"75SAP","IVIA5901",0.021,2,"Data/RawData/Day3"
"75SAP","ESVL",0.032,2,"Data/RawData/Day3"
"75SAP","XF3348",0.022,2,"Data/RawData/Day3"
"75SAP","ALS6",0.039,2,"Data/RawData/Day3"
"75SAP","ALS17T10",0.032,2,"Data/RawData/Day3"
"75SAP","ALS10T14",0.047,2,"Data/RawData/Day3"
"75SAP","Dixon",0.033,2,"Data/RawData/Day3"
"75SAP","M12",0.026,2,"Data/RawData/Day3"
"75SAP","M23",0.016,2,"Data/RawData/Day3"
"75SAP","B3SN17-2",0.022,2,"Data/RawData/Day3"
"75SAP","IVIA53.87",0.019,2,"Data/RawData/Day3"
"75SAP","IVIA5901",0.021,2,"Data/RawData/Day3"
"75SAP","ESVL",0.03,2,"Data/RawData/Day3"
"75SAP","XF3348",0.026,2,"Data/RawData/Day3"
"75SAP","ALS6",0.035,2,"Data/RawData/Day3"
"75SAP","ALS17T10",0.032,2,"Data/RawData/Day3"
"75SAP","ALS10T14",0.041,2,"Data/RawData/Day3"
"75SAP","Dixon",0.038,2,"Data/RawData/Day3"
"75SAP","M12",0.022,2,"Data/RawData/Day3"
"75SAP","M23",0.013,2,"Data/RawData/Day3"
"75SAP","B3SN17-2",0.022,2,"Data/RawData/Day3"
"75SAP","IVIA53.87",0.016,2,"Data/RawData/Day3"
"75SAP","IVIA5901",0.02,2,"Data/RawData/Day3"
"75SAP","ESVL",0.033,2,"Data/RawData/Day3"
"75SAP","XF3348",0.024,2,"Data/RawData/Day3"
"75SAP","ALS6",0.04,2,"Data/RawData/Day3"
"75SAP","ALS17T10",0.031,2,"Data/RawData/Day3"
"75SAP","ALS10T14",0.042,2,"Data/RawData/Day3"
"75SAP","Dixon",0.033,2,"Data/RawData/Day3"
"75SAP","M12",0.02,2,"Data/RawData/Day3"
"75SAP","M23",0.013,2,"Data/RawData/Day3"
"75SAP","B3SN17-2",0,2,"Data/RawData/Day3"
"75SAP","IVIA53.87",0.042,2,"Data/RawData/Day3"
"75SAP","IVIA5901",0.022,2,"Data/RawData/Day3"
"75SAP","ESVL",0.026,2,"Data/RawData/Day3"
"75SAP","XF3348",0.031,2,"Data/RawData/Day3"
"75SAP","ALS6",0.051,2,"Data/RawData/Day3"
"75SAP","ALS17T10",0.037,2,"Data/RawData/Day3"
"75SAP","ALS10T14",0.03,2,"Data/RawData/Day3"
"75SAP","Dixon",0.035,2,"Data/RawData/Day3"
"75SAP","M12",0.019,2,"Data/RawData/Day3"
"75SAP","M23",0.022,2,"Data/RawData/Day3"
"PD3","B3SN17-2",0.037,1,"Data/RawData/Day4"
"PD3","IVIA53.87",0.109,1,"Data/RawData/Day4"
"PD3","IVIA5901",0.025,1,"Data/RawData/Day4"
"PD3","ESVL",0.017,1,"Data/RawData/Day4"
"PD3","XF3348",0.026,1,"Data/RawData/Day4"
"PD3","ALS6",0.011,1,"Data/RawData/Day4"
"PD3","ALS17T10",0.054,1,"Data/RawData/Day4"
"PD3","ALS10T14",0.054,1,"Data/RawData/Day4"
"PD3","Dixon",0.064,1,"Data/RawData/Day4"
"PD3","M12",0.019,1,"Data/RawData/Day4"
"PD3","M23",0.041,1,"Data/RawData/Day4"
"PD3","B3SN17-2",0.036,1,"Data/RawData/Day4"
"PD3","IVIA53.87",0.098,1,"Data/RawData/Day4"
"PD3","IVIA5901",0.024,1,"Data/RawData/Day4"
"PD3","ESVL",0.018,1,"Data/RawData/Day4"
"PD3","XF3348",0.028,1,"Data/RawData/Day4"
"PD3","ALS6",0.011,1,"Data/RawData/Day4"
"PD3","ALS17T10",0.056,1,"Data/RawData/Day4"
"PD3","ALS10T14",0.056,1,"Data/RawData/Day4"
"PD3","Dixon",0.065,1,"Data/RawData/Day4"
"PD3","M12",0.017,1,"Data/RawData/Day4"
"PD3","M23",0.044,1,"Data/RawData/Day4"
"PD3","B3SN17-2",0.037,1,"Data/RawData/Day4"
"PD3","IVIA53.87",0.105,1,"Data/RawData/Day4"
"PD3","IVIA5901",0.024,1,"Data/RawData/Day4"
"PD3","ESVL",0.017,1,"Data/RawData/Day4"
"PD3","XF3348",0.027,1,"Data/RawData/Day4"
"PD3","ALS6",0.01,1,"Data/RawData/Day4"
"PD3","ALS17T10",0.052,1,"Data/RawData/Day4"
"PD3","ALS10T14",0.059,1,"Data/RawData/Day4"
"PD3","Dixon",0.058,1,"Data/RawData/Day4"
"PD3","M12",0.017,1,"Data/RawData/Day4"
"PD3","M23",0.046,1,"Data/RawData/Day4"
"PD3","B3SN17-2",0.038,1,"Data/RawData/Day4"
"PD3","IVIA53.87",0.097,1,"Data/RawData/Day4"
"PD3","IVIA5901",0.025,1,"Data/RawData/Day4"
"PD3","ESVL",0.017,1,"Data/RawData/Day4"
"PD3","XF3348",0.025,1,"Data/RawData/Day4"
"PD3","ALS6",0.00700000000000001,1,"Data/RawData/Day4"
"PD3","ALS17T10",0.053,1,"Data/RawData/Day4"
"PD3","ALS10T14",0.059,1,"Data/RawData/Day4"
"PD3","Dixon",0.054,1,"Data/RawData/Day4"
"PD3","M12",0.017,1,"Data/RawData/Day4"
"PD3","M23",0.044,1,"Data/RawData/Day4"
"PD3","B3SN17-2",0.042,1,"Data/RawData/Day4"
"PD3","IVIA53.87",0.1,1,"Data/RawData/Day4"
"PD3","IVIA5901",0.023,1,"Data/RawData/Day4"
"PD3","ESVL",0.017,1,"Data/RawData/Day4"
"PD3","XF3348",0.019,1,"Data/RawData/Day4"
"PD3","ALS6",0.00700000000000001,1,"Data/RawData/Day4"
"PD3","ALS17T10",0.057,1,"Data/RawData/Day4"
"PD3","ALS10T14",0.06,1,"Data/RawData/Day4"
"PD3","Dixon",0.053,1,"Data/RawData/Day4"
"PD3","M12",0.014,1,"Data/RawData/Day4"
"PD3","M23",0.044,1,"Data/RawData/Day4"
"PD3","B3SN17-2",0.04,1,"Data/RawData/Day4"
"PD3","IVIA53.87",0.102,1,"Data/RawData/Day4"
"PD3","IVIA5901",0.023,1,"Data/RawData/Day4"
"PD3","ESVL",0.016,1,"Data/RawData/Day4"
"PD3","XF3348",0.016,1,"Data/RawData/Day4"
"PD3","ALS6",0.00700000000000001,1,"Data/RawData/Day4"
"PD3","ALS17T10",0.06,1,"Data/RawData/Day4"
"PD3","ALS10T14",0.057,1,"Data/RawData/Day4"
"PD3","Dixon",0.05,1,"Data/RawData/Day4"
"PD3","M12",0.015,1,"Data/RawData/Day4"
"PD3","M23",0.041,1,"Data/RawData/Day4"
"PD3","B3SN17-2",0.05,2,"Data/RawData/Day4"
"PD3","IVIA53.87",0.104,2,"Data/RawData/Day4"
"PD3","IVIA5901",0.026,2,"Data/RawData/Day4"
"PD3","ESVL",0.018,2,"Data/RawData/Day4"
"PD3","XF3348",0.025,2,"Data/RawData/Day4"
"PD3","ALS6",0.012,2,"Data/RawData/Day4"
"PD3","ALS17T10",0.054,2,"Data/RawData/Day4"
"PD3","ALS10T14",0.064,2,"Data/RawData/Day4"
"PD3","Dixon",0.06,2,"Data/RawData/Day4"
"PD3","M12",0.018,2,"Data/RawData/Day4"
"PD3","M23",0.053,2,"Data/RawData/Day4"
"PD3","B3SN17-2",0.04,2,"Data/RawData/Day4"
"PD3","IVIA53.87",0.099,2,"Data/RawData/Day4"
"PD3","IVIA5901",0.025,2,"Data/RawData/Day4"
"PD3","ESVL",0.017,2,"Data/RawData/Day4"
"PD3","XF3348",0.028,2,"Data/RawData/Day4"
"PD3","ALS6",0.00800000000000001,2,"Data/RawData/Day4"
"PD3","ALS17T10",0.049,2,"Data/RawData/Day4"
"PD3","ALS10T14",0.062,2,"Data/RawData/Day4"
"PD3","Dixon",0.054,2,"Data/RawData/Day4"
"PD3","M12",0.016,2,"Data/RawData/Day4"
"PD3","M23",0.052,2,"Data/RawData/Day4"
"PD3","B3SN17-2",0.036,2,"Data/RawData/Day4"
"PD3","IVIA53.87",0.101,2,"Data/RawData/Day4"
"PD3","IVIA5901",0.023,2,"Data/RawData/Day4"
"PD3","ESVL",0.015,2,"Data/RawData/Day4"
"PD3","XF3348",0.02,2,"Data/RawData/Day4"
"PD3","ALS6",0.006,2,"Data/RawData/Day4"
"PD3","ALS17T10",0.045,2,"Data/RawData/Day4"
"PD3","ALS10T14",0.058,2,"Data/RawData/Day4"
"PD3","Dixon",0.058,2,"Data/RawData/Day4"
"PD3","M12",0.018,2,"Data/RawData/Day4"
"PD3","M23",0.054,2,"Data/RawData/Day4"
"PD3","B3SN17-2",0.04,2,"Data/RawData/Day4"
"PD3","IVIA53.87",0.102,2,"Data/RawData/Day4"
"PD3","IVIA5901",0.022,2,"Data/RawData/Day4"
"PD3","ESVL",0.015,2,"Data/RawData/Day4"
"PD3","XF3348",0.031,2,"Data/RawData/Day4"
"PD3","ALS6",0.00700000000000001,2,"Data/RawData/Day4"
"PD3","ALS17T10",0.051,2,"Data/RawData/Day4"
"PD3","ALS10T14",0.064,2,"Data/RawData/Day4"
"PD3","Dixon",0.055,2,"Data/RawData/Day4"
"PD3","M12",0.015,2,"Data/RawData/Day4"
"PD3","M23",0.056,2,"Data/RawData/Day4"
"PD3","B3SN17-2",0.045,2,"Data/RawData/Day4"
"PD3","IVIA53.87",0.1,2,"Data/RawData/Day4"
"PD3","IVIA5901",0.022,2,"Data/RawData/Day4"
"PD3","ESVL",0.016,2,"Data/RawData/Day4"
"PD3","XF3348",0.017,2,"Data/RawData/Day4"
"PD3","ALS6",0.00800000000000001,2,"Data/RawData/Day4"
"PD3","ALS17T10",0.06,2,"Data/RawData/Day4"
"PD3","ALS10T14",0.075,2,"Data/RawData/Day4"
"PD3","Dixon",0.057,2,"Data/RawData/Day4"
"PD3","M12",0.015,2,"Data/RawData/Day4"
"PD3","M23",0.056,2,"Data/RawData/Day4"
"PD3","B3SN17-2",0.058,2,"Data/RawData/Day4"
"PD3","IVIA53.87",0.101,2,"Data/RawData/Day4"
"PD3","IVIA5901",0.024,2,"Data/RawData/Day4"
"PD3","ESVL",0.017,2,"Data/RawData/Day4"
"PD3","XF3348",0.023,2,"Data/RawData/Day4"
"PD3","ALS6",0.00900000000000001,2,"Data/RawData/Day4"
"PD3","ALS17T10",0.072,2,"Data/RawData/Day4"
"PD3","ALS10T14",0.096,2,"Data/RawData/Day4"
"PD3","Dixon",0.052,2,"Data/RawData/Day4"
"PD3","M12",0.016,2,"Data/RawData/Day4"
"PD3","M23",0.063,2,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.046,1,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.093,1,"Data/RawData/Day4"
"25SAP","IVIA5901",0.039,1,"Data/RawData/Day4"
"25SAP","ESVL",0.027,1,"Data/RawData/Day4"
"25SAP","XF3348",0.015,1,"Data/RawData/Day4"
"25SAP","ALS6",0.022,1,"Data/RawData/Day4"
"25SAP","ALS17T10",0.043,1,"Data/RawData/Day4"
"25SAP","ALS10T14",0.059,1,"Data/RawData/Day4"
"25SAP","Dixon",0.067,1,"Data/RawData/Day4"
"25SAP","M12",0.02,1,"Data/RawData/Day4"
"25SAP","M23",0.04,1,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.048,1,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.092,1,"Data/RawData/Day4"
"25SAP","IVIA5901",0.039,1,"Data/RawData/Day4"
"25SAP","ESVL",0.024,1,"Data/RawData/Day4"
"25SAP","XF3348",0.016,1,"Data/RawData/Day4"
"25SAP","ALS6",0.022,1,"Data/RawData/Day4"
"25SAP","ALS17T10",0.039,1,"Data/RawData/Day4"
"25SAP","ALS10T14",0.069,1,"Data/RawData/Day4"
"25SAP","Dixon",0.065,1,"Data/RawData/Day4"
"25SAP","M12",0.02,1,"Data/RawData/Day4"
"25SAP","M23",0.046,1,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.044,1,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.095,1,"Data/RawData/Day4"
"25SAP","IVIA5901",0.041,1,"Data/RawData/Day4"
"25SAP","ESVL",0.024,1,"Data/RawData/Day4"
"25SAP","XF3348",0.018,1,"Data/RawData/Day4"
"25SAP","ALS6",0.021,1,"Data/RawData/Day4"
"25SAP","ALS17T10",0.042,1,"Data/RawData/Day4"
"25SAP","ALS10T14",0.071,1,"Data/RawData/Day4"
"25SAP","Dixon",0.083,1,"Data/RawData/Day4"
"25SAP","M12",0.021,1,"Data/RawData/Day4"
"25SAP","M23",0.055,1,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.046,1,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.086,1,"Data/RawData/Day4"
"25SAP","IVIA5901",0.041,1,"Data/RawData/Day4"
"25SAP","ESVL",0.026,1,"Data/RawData/Day4"
"25SAP","XF3348",0.016,1,"Data/RawData/Day4"
"25SAP","ALS6",0.021,1,"Data/RawData/Day4"
"25SAP","ALS17T10",0.038,1,"Data/RawData/Day4"
"25SAP","ALS10T14",0.07,1,"Data/RawData/Day4"
"25SAP","Dixon",0.064,1,"Data/RawData/Day4"
"25SAP","M12",0.022,1,"Data/RawData/Day4"
"25SAP","M23",0.044,1,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.046,1,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.087,1,"Data/RawData/Day4"
"25SAP","IVIA5901",0.042,1,"Data/RawData/Day4"
"25SAP","ESVL",0.025,1,"Data/RawData/Day4"
"25SAP","XF3348",0.014,1,"Data/RawData/Day4"
"25SAP","ALS6",0.019,1,"Data/RawData/Day4"
"25SAP","ALS17T10",0.038,1,"Data/RawData/Day4"
"25SAP","ALS10T14",0.061,1,"Data/RawData/Day4"
"25SAP","Dixon",0.063,1,"Data/RawData/Day4"
"25SAP","M12",0.02,1,"Data/RawData/Day4"
"25SAP","M23",0.04,1,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.047,1,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.091,1,"Data/RawData/Day4"
"25SAP","IVIA5901",0.047,1,"Data/RawData/Day4"
"25SAP","ESVL",0.027,1,"Data/RawData/Day4"
"25SAP","XF3348",0.017,1,"Data/RawData/Day4"
"25SAP","ALS6",0.02,1,"Data/RawData/Day4"
"25SAP","ALS17T10",0.038,1,"Data/RawData/Day4"
"25SAP","ALS10T14",0.064,1,"Data/RawData/Day4"
"25SAP","Dixon",0.056,1,"Data/RawData/Day4"
"25SAP","M12",0.019,1,"Data/RawData/Day4"
"25SAP","M23",0.042,1,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.047,2,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.076,2,"Data/RawData/Day4"
"25SAP","IVIA5901",0.039,2,"Data/RawData/Day4"
"25SAP","ESVL",0.023,2,"Data/RawData/Day4"
"25SAP","XF3348",0.018,2,"Data/RawData/Day4"
"25SAP","ALS6",0.024,2,"Data/RawData/Day4"
"25SAP","ALS17T10",0.041,2,"Data/RawData/Day4"
"25SAP","ALS10T14",0.063,2,"Data/RawData/Day4"
"25SAP","Dixon",0.061,2,"Data/RawData/Day4"
"25SAP","M12",0.022,2,"Data/RawData/Day4"
"25SAP","M23",0.047,2,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.044,2,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.081,2,"Data/RawData/Day4"
"25SAP","IVIA5901",0.04,2,"Data/RawData/Day4"
"25SAP","ESVL",0.024,2,"Data/RawData/Day4"
"25SAP","XF3348",0.019,2,"Data/RawData/Day4"
"25SAP","ALS6",0.019,2,"Data/RawData/Day4"
"25SAP","ALS17T10",0.04,2,"Data/RawData/Day4"
"25SAP","ALS10T14",0.061,2,"Data/RawData/Day4"
"25SAP","Dixon",0.071,2,"Data/RawData/Day4"
"25SAP","M12",0.022,2,"Data/RawData/Day4"
"25SAP","M23",0.046,2,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.043,2,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.086,2,"Data/RawData/Day4"
"25SAP","IVIA5901",0.04,2,"Data/RawData/Day4"
"25SAP","ESVL",0.025,2,"Data/RawData/Day4"
"25SAP","XF3348",0.011,2,"Data/RawData/Day4"
"25SAP","ALS6",0.019,2,"Data/RawData/Day4"
"25SAP","ALS17T10",0.038,2,"Data/RawData/Day4"
"25SAP","ALS10T14",0.062,2,"Data/RawData/Day4"
"25SAP","Dixon",0.058,2,"Data/RawData/Day4"
"25SAP","M12",0.02,2,"Data/RawData/Day4"
"25SAP","M23",0.048,2,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.038,2,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.085,2,"Data/RawData/Day4"
"25SAP","IVIA5901",0.035,2,"Data/RawData/Day4"
"25SAP","ESVL",0.021,2,"Data/RawData/Day4"
"25SAP","XF3348",0.012,2,"Data/RawData/Day4"
"25SAP","ALS6",0.017,2,"Data/RawData/Day4"
"25SAP","ALS17T10",0.033,2,"Data/RawData/Day4"
"25SAP","ALS10T14",0.058,2,"Data/RawData/Day4"
"25SAP","Dixon",0.053,2,"Data/RawData/Day4"
"25SAP","M12",0.016,2,"Data/RawData/Day4"
"25SAP","M23",0.041,2,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.042,2,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.09,2,"Data/RawData/Day4"
"25SAP","IVIA5901",0.04,2,"Data/RawData/Day4"
"25SAP","ESVL",0.025,2,"Data/RawData/Day4"
"25SAP","XF3348",0.015,2,"Data/RawData/Day4"
"25SAP","ALS6",0.018,2,"Data/RawData/Day4"
"25SAP","ALS17T10",0.038,2,"Data/RawData/Day4"
"25SAP","ALS10T14",0.065,2,"Data/RawData/Day4"
"25SAP","Dixon",0.059,2,"Data/RawData/Day4"
"25SAP","M12",0.019,2,"Data/RawData/Day4"
"25SAP","M23",0.045,2,"Data/RawData/Day4"
"25SAP","B3SN17-2",0.045,2,"Data/RawData/Day4"
"25SAP","IVIA53.87",0.101,2,"Data/RawData/Day4"
"25SAP","IVIA5901",0.042,2,"Data/RawData/Day4"
"25SAP","ESVL",0.025,2,"Data/RawData/Day4"
"25SAP","XF3348",0.016,2,"Data/RawData/Day4"
"25SAP","ALS6",0.02,2,"Data/RawData/Day4"
"25SAP","ALS17T10",0.04,2,"Data/RawData/Day4"
"25SAP","ALS10T14",0.069,2,"Data/RawData/Day4"
"25SAP","Dixon",0.068,2,"Data/RawData/Day4"
"25SAP","M12",0.02,2,"Data/RawData/Day4"
"25SAP","M23",0.047,2,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.041,1,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.077,1,"Data/RawData/Day4"
"50SAP","IVIA5901",0.047,1,"Data/RawData/Day4"
"50SAP","ESVL",0.026,1,"Data/RawData/Day4"
"50SAP","XF3348",0.019,1,"Data/RawData/Day4"
"50SAP","ALS6",0.033,1,"Data/RawData/Day4"
"50SAP","ALS17T10",0.035,1,"Data/RawData/Day4"
"50SAP","ALS10T14",0.058,1,"Data/RawData/Day4"
"50SAP","Dixon",0.078,1,"Data/RawData/Day4"
"50SAP","M12",0.031,1,"Data/RawData/Day4"
"50SAP","M23",0.059,1,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.04,1,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.072,1,"Data/RawData/Day4"
"50SAP","IVIA5901",0.046,1,"Data/RawData/Day4"
"50SAP","ESVL",0.029,1,"Data/RawData/Day4"
"50SAP","XF3348",0.021,1,"Data/RawData/Day4"
"50SAP","ALS6",0.032,1,"Data/RawData/Day4"
"50SAP","ALS17T10",0.034,1,"Data/RawData/Day4"
"50SAP","ALS10T14",0.059,1,"Data/RawData/Day4"
"50SAP","Dixon",0.076,1,"Data/RawData/Day4"
"50SAP","M12",0.033,1,"Data/RawData/Day4"
"50SAP","M23",0.055,1,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.042,1,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.073,1,"Data/RawData/Day4"
"50SAP","IVIA5901",0.047,1,"Data/RawData/Day4"
"50SAP","ESVL",0.031,1,"Data/RawData/Day4"
"50SAP","XF3348",0.024,1,"Data/RawData/Day4"
"50SAP","ALS6",0.034,1,"Data/RawData/Day4"
"50SAP","ALS17T10",0.035,1,"Data/RawData/Day4"
"50SAP","ALS10T14",0.071,1,"Data/RawData/Day4"
"50SAP","Dixon",0.074,1,"Data/RawData/Day4"
"50SAP","M12",0.036,1,"Data/RawData/Day4"
"50SAP","M23",0.063,1,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.042,1,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.073,1,"Data/RawData/Day4"
"50SAP","IVIA5901",0.049,1,"Data/RawData/Day4"
"50SAP","ESVL",0.03,1,"Data/RawData/Day4"
"50SAP","XF3348",0.017,1,"Data/RawData/Day4"
"50SAP","ALS6",0.03,1,"Data/RawData/Day4"
"50SAP","ALS17T10",0.035,1,"Data/RawData/Day4"
"50SAP","ALS10T14",0.076,1,"Data/RawData/Day4"
"50SAP","Dixon",0.072,1,"Data/RawData/Day4"
"50SAP","M12",0.032,1,"Data/RawData/Day4"
"50SAP","M23",0.058,1,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.042,1,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.085,1,"Data/RawData/Day4"
"50SAP","IVIA5901",0.046,1,"Data/RawData/Day4"
"50SAP","ESVL",0.03,1,"Data/RawData/Day4"
"50SAP","XF3348",0.016,1,"Data/RawData/Day4"
"50SAP","ALS6",0.03,1,"Data/RawData/Day4"
"50SAP","ALS17T10",0.032,1,"Data/RawData/Day4"
"50SAP","ALS10T14",0.07,1,"Data/RawData/Day4"
"50SAP","Dixon",0.074,1,"Data/RawData/Day4"
"50SAP","M12",0.034,1,"Data/RawData/Day4"
"50SAP","M23",0.066,1,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.038,1,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.08,1,"Data/RawData/Day4"
"50SAP","IVIA5901",0.043,1,"Data/RawData/Day4"
"50SAP","ESVL",0.028,1,"Data/RawData/Day4"
"50SAP","XF3348",0.015,1,"Data/RawData/Day4"
"50SAP","ALS6",0.027,1,"Data/RawData/Day4"
"50SAP","ALS17T10",0.032,1,"Data/RawData/Day4"
"50SAP","ALS10T14",0.068,1,"Data/RawData/Day4"
"50SAP","Dixon",0.079,1,"Data/RawData/Day4"
"50SAP","M12",0.026,1,"Data/RawData/Day4"
"50SAP","M23",0.066,1,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.039,2,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.063,2,"Data/RawData/Day4"
"50SAP","IVIA5901",0.044,2,"Data/RawData/Day4"
"50SAP","ESVL",0.029,2,"Data/RawData/Day4"
"50SAP","XF3348",0.023,2,"Data/RawData/Day4"
"50SAP","ALS6",0.03,2,"Data/RawData/Day4"
"50SAP","ALS17T10",0.033,2,"Data/RawData/Day4"
"50SAP","ALS10T14",0.056,2,"Data/RawData/Day4"
"50SAP","Dixon",0.072,2,"Data/RawData/Day4"
"50SAP","M12",0.024,2,"Data/RawData/Day4"
"50SAP","M23",0.041,2,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.041,2,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.062,2,"Data/RawData/Day4"
"50SAP","IVIA5901",0.044,2,"Data/RawData/Day4"
"50SAP","ESVL",0.029,2,"Data/RawData/Day4"
"50SAP","XF3348",0.022,2,"Data/RawData/Day4"
"50SAP","ALS6",0.034,2,"Data/RawData/Day4"
"50SAP","ALS17T10",0.035,2,"Data/RawData/Day4"
"50SAP","ALS10T14",0.059,2,"Data/RawData/Day4"
"50SAP","Dixon",0.069,2,"Data/RawData/Day4"
"50SAP","M12",0.028,2,"Data/RawData/Day4"
"50SAP","M23",0.044,2,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.041,2,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.067,2,"Data/RawData/Day4"
"50SAP","IVIA5901",0.044,2,"Data/RawData/Day4"
"50SAP","ESVL",0.03,2,"Data/RawData/Day4"
"50SAP","XF3348",0.02,2,"Data/RawData/Day4"
"50SAP","ALS6",0.033,2,"Data/RawData/Day4"
"50SAP","ALS17T10",0.035,2,"Data/RawData/Day4"
"50SAP","ALS10T14",0.06,2,"Data/RawData/Day4"
"50SAP","Dixon",0.07,2,"Data/RawData/Day4"
"50SAP","M12",0.027,2,"Data/RawData/Day4"
"50SAP","M23",0.043,2,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.039,2,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.066,2,"Data/RawData/Day4"
"50SAP","IVIA5901",0.043,2,"Data/RawData/Day4"
"50SAP","ESVL",0.028,2,"Data/RawData/Day4"
"50SAP","XF3348",0.019,2,"Data/RawData/Day4"
"50SAP","ALS6",0.031,2,"Data/RawData/Day4"
"50SAP","ALS17T10",0.034,2,"Data/RawData/Day4"
"50SAP","ALS10T14",0.06,2,"Data/RawData/Day4"
"50SAP","Dixon",0.073,2,"Data/RawData/Day4"
"50SAP","M12",0.025,2,"Data/RawData/Day4"
"50SAP","M23",0.042,2,"Data/RawData/Day4"
"50SAP","B3SN17-2",0.039,2,"Data/RawData/Day4"
"50SAP","IVIA53.87",0.076,2,"Data/RawData/Day4"
"50SAP","IVIA5901",0.045,2,"Data/RawData/Day4"
"50SAP","ESVL",0.03,2,"Data/RawData/Day4"
"50SAP","XF3348",0.018,2,"Data/RawData/Day4"
"50SAP","ALS6",0.029,2,"Data/RawData/Day4"
"50SAP","ALS17T10",0.033,2,"Data/RawData/Day4"
"50SAP","ALS10T14",0.06,2,"Data/RawData/Day4"
"50SAP","Dixon",0.064,2,"Data/RawData/Day4"
"50SAP","M12",0.026,2,"Data/RawData/Day4"
"50SAP","M23",0.042,2,"Data/RawData/Day4"
