"Media","Strain","OD600","Rep","Day"
"PD3","B3SN17-2",0.003,1,"Data/RawData/Day0"
"PD3","IVIA53.87",0.003,1,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,1,"Data/RawData/Day0"
"PD3","ESVL",0.005,1,"Data/RawData/Day0"
"PD3","XF3348",0.00900000000000001,1,"Data/RawData/Day0"
"PD3","ALS6",0.006,1,"Data/RawData/Day0"
"PD3","ALS17T10",0.005,1,"Data/RawData/Day0"
"PD3","ALS10T14",0,1,"Data/RawData/Day0"
"PD3","Dixon",0.003,1,"Data/RawData/Day0"
"PD3","M12",0.004,1,"Data/RawData/Day0"
"PD3","M23",0.005,1,"Data/RawData/Day0"
"PD3","B3SN17-2",0.003,1,"Data/RawData/Day0"
"PD3","IVIA53.87",0.004,1,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,1,"Data/RawData/Day0"
"PD3","ESVL",0.005,1,"Data/RawData/Day0"
"PD3","XF3348",0.01,1,"Data/RawData/Day0"
"PD3","ALS6",0.004,1,"Data/RawData/Day0"
"PD3","ALS17T10",0.004,1,"Data/RawData/Day0"
"PD3","ALS10T14",0,1,"Data/RawData/Day0"
"PD3","Dixon",0.005,1,"Data/RawData/Day0"
"PD3","M12",0.003,1,"Data/RawData/Day0"
"PD3","M23",0.004,1,"Data/RawData/Day0"
"PD3","B3SN17-2",0.004,1,"Data/RawData/Day0"
"PD3","IVIA53.87",0.004,1,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,1,"Data/RawData/Day0"
"PD3","ESVL",0.005,1,"Data/RawData/Day0"
"PD3","XF3348",0.00800000000000001,1,"Data/RawData/Day0"
"PD3","ALS6",0.004,1,"Data/RawData/Day0"
"PD3","ALS17T10",0.003,1,"Data/RawData/Day0"
"PD3","ALS10T14",0,1,"Data/RawData/Day0"
"PD3","Dixon",0.00900000000000001,1,"Data/RawData/Day0"
"PD3","M12",0.004,1,"Data/RawData/Day0"
"PD3","M23",0.004,1,"Data/RawData/Day0"
"PD3","B3SN17-2",0.004,1,"Data/RawData/Day0"
"PD3","IVIA53.87",0.005,1,"Data/RawData/Day0"
"PD3","IVIA5901",0.004,1,"Data/RawData/Day0"
"PD3","ESVL",0.005,1,"Data/RawData/Day0"
"PD3","XF3348",0.00900000000000001,1,"Data/RawData/Day0"
"PD3","ALS6",0.002,1,"Data/RawData/Day0"
"PD3","ALS17T10",0.002,1,"Data/RawData/Day0"
"PD3","ALS10T14",0,1,"Data/RawData/Day0"
"PD3","Dixon",0.004,1,"Data/RawData/Day0"
"PD3","M12",0.003,1,"Data/RawData/Day0"
"PD3","M23",0.005,1,"Data/RawData/Day0"
"PD3","B3SN17-2",0.003,1,"Data/RawData/Day0"
"PD3","IVIA53.87",0.005,1,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,1,"Data/RawData/Day0"
"PD3","ESVL",0.005,1,"Data/RawData/Day0"
"PD3","XF3348",0.006,1,"Data/RawData/Day0"
"PD3","ALS6",0.003,1,"Data/RawData/Day0"
"PD3","ALS17T10",0.00700000000000001,1,"Data/RawData/Day0"
"PD3","ALS10T14",0,1,"Data/RawData/Day0"
"PD3","Dixon",0.002,1,"Data/RawData/Day0"
"PD3","M12",0.003,1,"Data/RawData/Day0"
"PD3","M23",0.003,1,"Data/RawData/Day0"
"PD3","B3SN17-2",0.002,1,"Data/RawData/Day0"
"PD3","IVIA53.87",0.003,1,"Data/RawData/Day0"
"PD3","IVIA5901",0.001,1,"Data/RawData/Day0"
"PD3","ESVL",0.004,1,"Data/RawData/Day0"
"PD3","XF3348",0.005,1,"Data/RawData/Day0"
"PD3","ALS6",0.003,1,"Data/RawData/Day0"
"PD3","ALS17T10",0.002,1,"Data/RawData/Day0"
"PD3","ALS10T14",0,1,"Data/RawData/Day0"
"PD3","Dixon",0.003,1,"Data/RawData/Day0"
"PD3","M12",0.001,1,"Data/RawData/Day0"
"PD3","M23",0.002,1,"Data/RawData/Day0"
"PD3","B3SN17-2",0.003,2,"Data/RawData/Day0"
"PD3","IVIA53.87",0.005,2,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,2,"Data/RawData/Day0"
"PD3","ESVL",0.004,2,"Data/RawData/Day0"
"PD3","XF3348",0.00700000000000001,2,"Data/RawData/Day0"
"PD3","ALS6",0.00999999999999998,2,"Data/RawData/Day0"
"PD3","ALS17T10",0.004,2,"Data/RawData/Day0"
"PD3","ALS10T14",0.003,2,"Data/RawData/Day0"
"PD3","Dixon",0.004,2,"Data/RawData/Day0"
"PD3","M12",0.003,2,"Data/RawData/Day0"
"PD3","M23",0.004,2,"Data/RawData/Day0"
"PD3","B3SN17-2",0.002,2,"Data/RawData/Day0"
"PD3","IVIA53.87",0.006,2,"Data/RawData/Day0"
"PD3","IVIA5901",0.004,2,"Data/RawData/Day0"
"PD3","ESVL",0.005,2,"Data/RawData/Day0"
"PD3","XF3348",0.00900000000000001,2,"Data/RawData/Day0"
"PD3","ALS6",0.003,2,"Data/RawData/Day0"
"PD3","ALS17T10",0.003,2,"Data/RawData/Day0"
"PD3","ALS10T14",0.002,2,"Data/RawData/Day0"
"PD3","Dixon",0.004,2,"Data/RawData/Day0"
"PD3","M12",0.003,2,"Data/RawData/Day0"
"PD3","M23",0.005,2,"Data/RawData/Day0"
"PD3","B3SN17-2",0.002,2,"Data/RawData/Day0"
"PD3","IVIA53.87",0.005,2,"Data/RawData/Day0"
"PD3","IVIA5901",0.004,2,"Data/RawData/Day0"
"PD3","ESVL",0.004,2,"Data/RawData/Day0"
"PD3","XF3348",0.005,2,"Data/RawData/Day0"
"PD3","ALS6",0.003,2,"Data/RawData/Day0"
"PD3","ALS17T10",0.003,2,"Data/RawData/Day0"
"PD3","ALS10T14",0.002,2,"Data/RawData/Day0"
"PD3","Dixon",0.004,2,"Data/RawData/Day0"
"PD3","M12",0.004,2,"Data/RawData/Day0"
"PD3","M23",0.004,2,"Data/RawData/Day0"
"PD3","B3SN17-2",0.002,2,"Data/RawData/Day0"
"PD3","IVIA53.87",0.003,2,"Data/RawData/Day0"
"PD3","IVIA5901",0.002,2,"Data/RawData/Day0"
"PD3","ESVL",0.002,2,"Data/RawData/Day0"
"PD3","XF3348",0.00999999999999998,2,"Data/RawData/Day0"
"PD3","ALS6",0.035,2,"Data/RawData/Day0"
"PD3","ALS17T10",0.001,2,"Data/RawData/Day0"
"PD3","ALS10T14",0.001,2,"Data/RawData/Day0"
"PD3","Dixon",0.001,2,"Data/RawData/Day0"
"PD3","M12",0.001,2,"Data/RawData/Day0"
"PD3","M23",0.001,2,"Data/RawData/Day0"
"PD3","B3SN17-2",0.001,2,"Data/RawData/Day0"
"PD3","IVIA53.87",0.003,2,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,2,"Data/RawData/Day0"
"PD3","ESVL",0.004,2,"Data/RawData/Day0"
"PD3","XF3348",0.005,2,"Data/RawData/Day0"
"PD3","ALS6",0.002,2,"Data/RawData/Day0"
"PD3","ALS17T10",0.003,2,"Data/RawData/Day0"
"PD3","ALS10T14",0.004,2,"Data/RawData/Day0"
"PD3","Dixon",0.004,2,"Data/RawData/Day0"
"PD3","M12",0.002,2,"Data/RawData/Day0"
"PD3","M23",0.002,2,"Data/RawData/Day0"
"PD3","B3SN17-2",0.003,2,"Data/RawData/Day0"
"PD3","IVIA53.87",0.004,2,"Data/RawData/Day0"
"PD3","IVIA5901",0.003,2,"Data/RawData/Day0"
"PD3","ESVL",0.005,2,"Data/RawData/Day0"
"PD3","XF3348",0.00900000000000001,2,"Data/RawData/Day0"
"PD3","ALS6",0.003,2,"Data/RawData/Day0"
"PD3","ALS17T10",0.004,2,"Data/RawData/Day0"
"PD3","ALS10T14",0.006,2,"Data/RawData/Day0"
"PD3","Dixon",0.004,2,"Data/RawData/Day0"
"PD3","M12",0.003,2,"Data/RawData/Day0"
"PD3","M23",0.003,2,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.002,1,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00399999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00399999999999999,1,"Data/RawData/Day0"
"25SAP","ESVL",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","XF3348",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ALS6",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ALS17T10",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00399999999999999,1,"Data/RawData/Day0"
"25SAP","Dixon",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","M12",0.00399999999999999,1,"Data/RawData/Day0"
"25SAP","M23",0.00399999999999999,1,"Data/RawData/Day0"
"25SAP","B3SN17-2",0,1,"Data/RawData/Day0"
"25SAP","IVIA53.87",0,1,"Data/RawData/Day0"
"25SAP","IVIA5901",0,1,"Data/RawData/Day0"
"25SAP","ESVL",0,1,"Data/RawData/Day0"
"25SAP","XF3348",0,1,"Data/RawData/Day0"
"25SAP","ALS6",0,1,"Data/RawData/Day0"
"25SAP","ALS17T10",0,1,"Data/RawData/Day0"
"25SAP","ALS10T14",0,1,"Data/RawData/Day0"
"25SAP","Dixon",0,1,"Data/RawData/Day0"
"25SAP","M12",0,1,"Data/RawData/Day0"
"25SAP","M23",0,1,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.002,1,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00299999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ESVL",0.00299999999999999,1,"Data/RawData/Day0"
"25SAP","XF3348",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ALS6",0.00399999999999999,1,"Data/RawData/Day0"
"25SAP","ALS17T10",0.00799999999999999,1,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","Dixon",0.015,1,"Data/RawData/Day0"
"25SAP","M12",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","M23",0.013,1,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","ESVL",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","XF3348",0.00799999999999999,1,"Data/RawData/Day0"
"25SAP","ALS6",0.005,1,"Data/RawData/Day0"
"25SAP","ALS17T10",0.018,1,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","Dixon",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","M12",0.00799999999999999,1,"Data/RawData/Day0"
"25SAP","M23",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","ESVL",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","XF3348",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ALS6",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","ALS17T10",0.004,1,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","Dixon",0.00899999999999999,1,"Data/RawData/Day0"
"25SAP","M12",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","M23",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00899999999999999,1,"Data/RawData/Day0"
"25SAP","ESVL",0.00699999999999999,1,"Data/RawData/Day0"
"25SAP","XF3348",0.00799999999999999,1,"Data/RawData/Day0"
"25SAP","ALS6",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","ALS17T10",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","Dixon",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","M12",0.00499999999999999,1,"Data/RawData/Day0"
"25SAP","M23",0.00599999999999999,1,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.006,2,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","IVIA5901",0.006,2,"Data/RawData/Day0"
"25SAP","ESVL",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","XF3348",0.01,2,"Data/RawData/Day0"
"25SAP","ALS6",0.003,2,"Data/RawData/Day0"
"25SAP","ALS17T10",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","Dixon",0.006,2,"Data/RawData/Day0"
"25SAP","M12",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","M23",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.006,2,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00799999999999999,2,"Data/RawData/Day0"
"25SAP","IVIA5901",0.005,2,"Data/RawData/Day0"
"25SAP","ESVL",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","XF3348",0.00899999999999999,2,"Data/RawData/Day0"
"25SAP","ALS6",0.004,2,"Data/RawData/Day0"
"25SAP","ALS17T10",0.006,2,"Data/RawData/Day0"
"25SAP","ALS10T14",0.006,2,"Data/RawData/Day0"
"25SAP","Dixon",0.00899999999999999,2,"Data/RawData/Day0"
"25SAP","M12",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","M23",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.005,2,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","IVIA5901",0.004,2,"Data/RawData/Day0"
"25SAP","ESVL",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","XF3348",0.005,2,"Data/RawData/Day0"
"25SAP","ALS6",0.002,2,"Data/RawData/Day0"
"25SAP","ALS17T10",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","Dixon",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","M12",0.01,2,"Data/RawData/Day0"
"25SAP","M23",0.00799999999999999,2,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.001,2,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00299999999999999,2,"Data/RawData/Day0"
"25SAP","IVIA5901",0.002,2,"Data/RawData/Day0"
"25SAP","ESVL",0.00299999999999999,2,"Data/RawData/Day0"
"25SAP","XF3348",0.00499999999999999,2,"Data/RawData/Day0"
"25SAP","ALS6",0,2,"Data/RawData/Day0"
"25SAP","ALS17T10",0.002,2,"Data/RawData/Day0"
"25SAP","ALS10T14",0.002,2,"Data/RawData/Day0"
"25SAP","Dixon",0.00299999999999999,2,"Data/RawData/Day0"
"25SAP","M12",0.002,2,"Data/RawData/Day0"
"25SAP","M23",0.00299999999999999,2,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.004,2,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.004,2,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00499999999999999,2,"Data/RawData/Day0"
"25SAP","ESVL",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","XF3348",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","ALS6",0.002,2,"Data/RawData/Day0"
"25SAP","ALS17T10",0.004,2,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00499999999999999,2,"Data/RawData/Day0"
"25SAP","Dixon",0.00499999999999999,2,"Data/RawData/Day0"
"25SAP","M12",0.00499999999999999,2,"Data/RawData/Day0"
"25SAP","M23",0.004,2,"Data/RawData/Day0"
"25SAP","B3SN17-2",0.005,2,"Data/RawData/Day0"
"25SAP","IVIA53.87",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","IVIA5901",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","ESVL",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","XF3348",0.00799999999999999,2,"Data/RawData/Day0"
"25SAP","ALS6",0.003,2,"Data/RawData/Day0"
"25SAP","ALS17T10",0.00699999999999999,2,"Data/RawData/Day0"
"25SAP","ALS10T14",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","Dixon",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","M12",0.00599999999999999,2,"Data/RawData/Day0"
"25SAP","M23",0.00699999999999999,2,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.006,1,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA5901",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","ESVL",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","XF3348",0.01,1,"Data/RawData/Day0"
"50SAP","ALS6",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","ALS17T10",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","ALS10T14",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","Dixon",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","M12",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M23",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA5901",0.014,1,"Data/RawData/Day0"
"50SAP","ESVL",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","XF3348",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","ALS6",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ALS17T10",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","ALS10T14",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","Dixon",0.012,1,"Data/RawData/Day0"
"50SAP","M12",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M23",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA5901",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ESVL",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","XF3348",0.00900000000000001,1,"Data/RawData/Day0"
"50SAP","ALS6",0.006,1,"Data/RawData/Day0"
"50SAP","ALS17T10",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ALS10T14",0.006,1,"Data/RawData/Day0"
"50SAP","Dixon",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M12",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","M23",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA5901",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ESVL",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","XF3348",0.006,1,"Data/RawData/Day0"
"50SAP","ALS6",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","ALS17T10",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ALS10T14",0.006,1,"Data/RawData/Day0"
"50SAP","Dixon",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M12",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M23",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.01,1,"Data/RawData/Day0"
"50SAP","IVIA5901",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ESVL",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","XF3348",0.006,1,"Data/RawData/Day0"
"50SAP","ALS6",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ALS17T10",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ALS10T14",0.006,1,"Data/RawData/Day0"
"50SAP","Dixon",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M12",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","M23",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","IVIA5901",0.006,1,"Data/RawData/Day0"
"50SAP","ESVL",0.00800000000000001,1,"Data/RawData/Day0"
"50SAP","XF3348",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","ALS6",0.006,1,"Data/RawData/Day0"
"50SAP","ALS17T10",0.006,1,"Data/RawData/Day0"
"50SAP","ALS10T14",0.006,1,"Data/RawData/Day0"
"50SAP","Dixon",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","M12",0.006,1,"Data/RawData/Day0"
"50SAP","M23",0.00700000000000001,1,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.004,2,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.006,2,"Data/RawData/Day0"
"50SAP","IVIA5901",0.005,2,"Data/RawData/Day0"
"50SAP","ESVL",0.006,2,"Data/RawData/Day0"
"50SAP","XF3348",0.00900000000000001,2,"Data/RawData/Day0"
"50SAP","ALS6",0.022,2,"Data/RawData/Day0"
"50SAP","ALS17T10",0.006,2,"Data/RawData/Day0"
"50SAP","ALS10T14",0.005,2,"Data/RawData/Day0"
"50SAP","Dixon",0.006,2,"Data/RawData/Day0"
"50SAP","M12",0.004,2,"Data/RawData/Day0"
"50SAP","M23",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.00800000000000001,2,"Data/RawData/Day0"
"50SAP","IVIA5901",0.005,2,"Data/RawData/Day0"
"50SAP","ESVL",0.006,2,"Data/RawData/Day0"
"50SAP","XF3348",0.00800000000000001,2,"Data/RawData/Day0"
"50SAP","ALS6",0.00900000000000001,2,"Data/RawData/Day0"
"50SAP","ALS17T10",0.006,2,"Data/RawData/Day0"
"50SAP","ALS10T14",0.006,2,"Data/RawData/Day0"
"50SAP","Dixon",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","M12",0.006,2,"Data/RawData/Day0"
"50SAP","M23",0.006,2,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.005,2,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.006,2,"Data/RawData/Day0"
"50SAP","IVIA5901",0.004,2,"Data/RawData/Day0"
"50SAP","ESVL",0.006,2,"Data/RawData/Day0"
"50SAP","XF3348",0.005,2,"Data/RawData/Day0"
"50SAP","ALS6",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","ALS17T10",0.005,2,"Data/RawData/Day0"
"50SAP","ALS10T14",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","Dixon",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","M12",0.006,2,"Data/RawData/Day0"
"50SAP","M23",0.006,2,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.004,2,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.005,2,"Data/RawData/Day0"
"50SAP","IVIA5901",0.003,2,"Data/RawData/Day0"
"50SAP","ESVL",0.005,2,"Data/RawData/Day0"
"50SAP","XF3348",0.005,2,"Data/RawData/Day0"
"50SAP","ALS6",0.004,2,"Data/RawData/Day0"
"50SAP","ALS17T10",0.005,2,"Data/RawData/Day0"
"50SAP","ALS10T14",0.004,2,"Data/RawData/Day0"
"50SAP","Dixon",0.005,2,"Data/RawData/Day0"
"50SAP","M12",0.004,2,"Data/RawData/Day0"
"50SAP","M23",0.005,2,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.004,2,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.006,2,"Data/RawData/Day0"
"50SAP","IVIA5901",0.006,2,"Data/RawData/Day0"
"50SAP","ESVL",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","XF3348",0.006,2,"Data/RawData/Day0"
"50SAP","ALS6",0.006,2,"Data/RawData/Day0"
"50SAP","ALS17T10",0.005,2,"Data/RawData/Day0"
"50SAP","ALS10T14",0.006,2,"Data/RawData/Day0"
"50SAP","Dixon",0.006,2,"Data/RawData/Day0"
"50SAP","M12",0.005,2,"Data/RawData/Day0"
"50SAP","M23",0.005,2,"Data/RawData/Day0"
"50SAP","B3SN17-2",0.006,2,"Data/RawData/Day0"
"50SAP","IVIA53.87",0.005,2,"Data/RawData/Day0"
"50SAP","IVIA5901",0.004,2,"Data/RawData/Day0"
"50SAP","ESVL",0,2,"Data/RawData/Day0"
"50SAP","XF3348",0,2,"Data/RawData/Day0"
"50SAP","ALS6",0,2,"Data/RawData/Day0"
"50SAP","ALS17T10",0.004,2,"Data/RawData/Day0"
"50SAP","ALS10T14",0.00700000000000001,2,"Data/RawData/Day0"
"50SAP","Dixon",0.006,2,"Data/RawData/Day0"
"50SAP","M12",0.006,2,"Data/RawData/Day0"
"50SAP","M23",0.006,2,"Data/RawData/Day0"
"75SAP","B3SN17-2",0.00700000000000001,1,"Data/RawData/Day0"
"75SAP","IVIA53.87",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","IVIA5901",0.00700000000000001,1,"Data/RawData/Day0"
"75SAP","ESVL",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","XF3348",0.013,1,"Data/RawData/Day0"
"75SAP","ALS6",0.00800000000000001,1,"Data/RawData/Day0"
"75SAP","ALS17T10",0.00800000000000001,1,"Data/RawData/Day0"
"75SAP","ALS10T14",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","Dixon",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","M12",0.00800000000000001,1,"Data/RawData/Day0"
"75SAP","M23",0.00800000000000001,1,"Data/RawData/Day0"
"75SAP","B3SN17-2",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","IVIA53.87",0.00800000000000001,1,"Data/RawData/Day0"
"75SAP","IVIA5901",0.011,1,"Data/RawData/Day0"
"75SAP","ESVL",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","XF3348",0.01,1,"Data/RawData/Day0"
"75SAP","ALS6",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","ALS17T10",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","ALS10T14",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","Dixon",0.01,1,"Data/RawData/Day0"
"75SAP","M12",0.00800000000000001,1,"Data/RawData/Day0"
"75SAP","M23",0.00899999999999999,1,"Data/RawData/Day0"
"75SAP","B3SN17-2",0.00700000000000001,1,"Data/RawData/Day0"
"75SAP","IVIA53.87",0.011,1,"Data/RawData/Day0"
"75SAP","IVIA5901",0.006,1,"Data/RawData/Day0"
"75SAP","ESVL",0.006,1,"Data/RawData/Day0"
"75SAP","XF3348",0.00799999999999999,1,"Data/RawData/Day0"
"75SAP","ALS6",0.006,1,"Data/RawData/Day0"
"75SAP","ALS17T10",0.00700000000000001,1,"Data/RawData/Day0"
"75SAP","ALS10T14",0.011,1,"Data/RawData/Day0"
"75SAP","Dixon",0.00799999999999999,1,"Data/RawData/Day0"
"75SAP","M12",0.00700000000000001,1,"Data/RawData/Day0"
"75SAP","M23",0.00799999999999999,1,"Data/RawData/Day0"
"75SAP","B3SN17-2",0.00899999999999999,1,"Data/RawData/Day0"
